function	arguments	platform	pure_rust	ulp	classification
tanh	3fefffffffffffff	3fe85efab514f394	3fe85efab514f394	0	ordinary
tanh	3ff0000000000001	3fe85efab514f395	3fe85efab514f395	0	ordinary
atan2	7ff8000000000000,3ff4cccccccccccd	7ff8000000000000	7ff8000000000000	0	exact
atan2	0000000000000000,3ff4cccccccccccd	0000000000000000	0000000000000000	0	exact
atan2	8000000000000000,3ff4cccccccccccd	8000000000000000	8000000000000000	0	exact
atan2	7ff0000000000000,3ff4cccccccccccd	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	fff0000000000000,3ff4cccccccccccd	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	0000000000000001,3ff4cccccccccccd	0000000000000001	0000000000000001	0	ordinary
atan2	7fefffffffffffff,3ff4cccccccccccd	3ff921fb54442d18	3ff921fb54442d18	0	ordinary
atan2	bff0000000000000,3ff4cccccccccccd	bfe4fb7564dacded	bfe4fb7564dacdec	1	ordinary
atan2	3ff0000000000000,3ff4cccccccccccd	3fe4fb7564dacded	3fe4fb7564dacdec	1	ordinary
atan2	c000000000000000,3ff4cccccccccccd	bfefd24c36331b5c	bfefd24c36331b5c	0	ordinary
atan2	4000000000000000,3ff4cccccccccccd	3fefd24c36331b5c	3fefd24c36331b5c	0	ordinary
atan2	3fe6666666666666,3ff4cccccccccccd	3fdf9cbc4269ab2a	3fdf9cbc4269ab2a	0	ordinary
atan2	3ffb333333333333,3ff4cccccccccccd	3fed5fd80a4c241b	3fed5fd80a4c241b	0	ordinary
atan2	bfe6666666666666,3ff4cccccccccccd	bfdf9cbc4269ab2a	bfdf9cbc4269ab2a	0	ordinary
atan2	3bc79ca10c924223,3ff4cccccccccccd	3bc229b6f5fa5a42	3bc229b6f5fa5a42	0	ordinary
atan2	4415af1d78b58c40,3ff4cccccccccccd	3ff921fb54442d18	3ff921fb54442d18	0	ordinary
atan2	400921fb54442d18,3ff4cccccccccccd	3ff2daec247456a6	3ff2daec247456a6	0	ordinary
atan2	3fefffffffffffff,3ff4cccccccccccd	3fe4fb7564dacdec	3fe4fb7564dacdec	0	ordinary
atan2	3ff0000000000001,3ff4cccccccccccd	3fe4fb7564dacdee	3fe4fb7564dacdee	0	ordinary
atan2	7ff8000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	7ff8000000000000,0000000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	7ff8000000000000,8000000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	7ff8000000000000,7ff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	7ff8000000000000,fff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	7ff8000000000000,0000000000000001	7ff8000000000000	7ff8000000000000	0	exact
atan2	7ff8000000000000,7fefffffffffffff	7ff8000000000000	7ff8000000000000	0	exact
atan2	7ff8000000000000,bff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	7ff8000000000000,3ff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	7ff8000000000000,c000000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	7ff8000000000000,4000000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	0000000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	0000000000000000,0000000000000000	0000000000000000	0000000000000000	0	exact
atan2	0000000000000000,8000000000000000	400921fb54442d18	400921fb54442d18	0	exact
atan2	0000000000000000,7ff0000000000000	0000000000000000	0000000000000000	0	exact
atan2	0000000000000000,fff0000000000000	400921fb54442d18	400921fb54442d18	0	exact
atan2	0000000000000000,0000000000000001	0000000000000000	0000000000000000	0	exact
atan2	0000000000000000,7fefffffffffffff	0000000000000000	0000000000000000	0	exact
atan2	0000000000000000,bff0000000000000	400921fb54442d18	400921fb54442d18	0	exact
atan2	0000000000000000,3ff0000000000000	0000000000000000	0000000000000000	0	exact
atan2	0000000000000000,c000000000000000	400921fb54442d18	400921fb54442d18	0	exact
atan2	0000000000000000,4000000000000000	0000000000000000	0000000000000000	0	exact
atan2	8000000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	8000000000000000,0000000000000000	8000000000000000	8000000000000000	0	exact
atan2	8000000000000000,8000000000000000	c00921fb54442d18	c00921fb54442d18	0	exact
atan2	8000000000000000,7ff0000000000000	8000000000000000	8000000000000000	0	exact
atan2	8000000000000000,fff0000000000000	c00921fb54442d18	c00921fb54442d18	0	exact
atan2	8000000000000000,0000000000000001	8000000000000000	8000000000000000	0	exact
atan2	8000000000000000,7fefffffffffffff	8000000000000000	8000000000000000	0	exact
atan2	8000000000000000,bff0000000000000	c00921fb54442d18	c00921fb54442d18	0	exact
atan2	8000000000000000,3ff0000000000000	8000000000000000	8000000000000000	0	exact
atan2	8000000000000000,c000000000000000	c00921fb54442d18	c00921fb54442d18	0	exact
atan2	8000000000000000,4000000000000000	8000000000000000	8000000000000000	0	exact
atan2	7ff0000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	7ff0000000000000,0000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	7ff0000000000000,8000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	7ff0000000000000,7ff0000000000000	3fe921fb54442d18	3fe921fb54442d18	0	exact
atan2	7ff0000000000000,fff0000000000000	4002d97c7f3321d2	4002d97c7f3321d2	0	exact
atan2	7ff0000000000000,0000000000000001	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	7ff0000000000000,7fefffffffffffff	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	7ff0000000000000,bff0000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	7ff0000000000000,3ff0000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	7ff0000000000000,c000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	7ff0000000000000,4000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	fff0000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	fff0000000000000,0000000000000000	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	fff0000000000000,8000000000000000	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	fff0000000000000,7ff0000000000000	bfe921fb54442d18	bfe921fb54442d18	0	exact
atan2	fff0000000000000,fff0000000000000	c002d97c7f3321d2	c002d97c7f3321d2	0	exact
atan2	fff0000000000000,0000000000000001	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	fff0000000000000,7fefffffffffffff	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	fff0000000000000,bff0000000000000	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	fff0000000000000,3ff0000000000000	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	fff0000000000000,c000000000000000	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	fff0000000000000,4000000000000000	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	0000000000000001,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	0000000000000001,0000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	0000000000000001,8000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	0000000000000001,7ff0000000000000	0000000000000000	0000000000000000	0	exact
atan2	0000000000000001,fff0000000000000	400921fb54442d18	400921fb54442d18	0	exact
atan2	0000000000000001,0000000000000001	3fe921fb54442d18	3fe921fb54442d18	0	ordinary
atan2	0000000000000001,7fefffffffffffff	0000000000000000	0000000000000000	0	exact
atan2	0000000000000001,bff0000000000000	400921fb54442d18	400921fb54442d18	0	ordinary
atan2	0000000000000001,3ff0000000000000	0000000000000001	0000000000000001	0	ordinary
atan2	0000000000000001,c000000000000000	400921fb54442d18	400921fb54442d18	0	ordinary
atan2	0000000000000001,4000000000000000	0000000000000000	0000000000000000	0	exact
atan2	7fefffffffffffff,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	7fefffffffffffff,0000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	7fefffffffffffff,8000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	7fefffffffffffff,7ff0000000000000	0000000000000000	0000000000000000	0	exact
atan2	7fefffffffffffff,fff0000000000000	400921fb54442d18	400921fb54442d18	0	exact
atan2	7fefffffffffffff,0000000000000001	3ff921fb54442d18	3ff921fb54442d18	0	ordinary
atan2	7fefffffffffffff,7fefffffffffffff	3fe921fb54442d18	3fe921fb54442d18	0	ordinary
atan2	7fefffffffffffff,bff0000000000000	3ff921fb54442d18	3ff921fb54442d18	0	ordinary
atan2	7fefffffffffffff,3ff0000000000000	3ff921fb54442d18	3ff921fb54442d18	0	ordinary
atan2	7fefffffffffffff,c000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	ordinary
atan2	7fefffffffffffff,4000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	ordinary
atan2	bff0000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	bff0000000000000,0000000000000000	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	bff0000000000000,8000000000000000	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	bff0000000000000,7ff0000000000000	8000000000000000	8000000000000000	0	exact
atan2	bff0000000000000,fff0000000000000	c00921fb54442d18	c00921fb54442d18	0	exact
atan2	bff0000000000000,0000000000000001	bff921fb54442d18	bff921fb54442d18	0	ordinary
atan2	bff0000000000000,7fefffffffffffff	8004000000000000	8004000000000000	0	ordinary
atan2	bff0000000000000,bff0000000000000	c002d97c7f3321d2	c002d97c7f3321d2	0	ordinary
atan2	bff0000000000000,3ff0000000000000	bfe921fb54442d18	bfe921fb54442d18	0	ordinary
atan2	bff0000000000000,c000000000000000	c0056c6e7397f5ae	c0056c6e7397f5ae	0	ordinary
atan2	bff0000000000000,4000000000000000	bfddac670561bb4f	bfddac670561bb4f	0	ordinary
atan2	3ff0000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	3ff0000000000000,0000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	3ff0000000000000,8000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	3ff0000000000000,7ff0000000000000	0000000000000000	0000000000000000	0	exact
atan2	3ff0000000000000,fff0000000000000	400921fb54442d18	400921fb54442d18	0	exact
atan2	3ff0000000000000,0000000000000001	3ff921fb54442d18	3ff921fb54442d18	0	ordinary
atan2	3ff0000000000000,7fefffffffffffff	0004000000000000	0004000000000000	0	ordinary
atan2	3ff0000000000000,bff0000000000000	4002d97c7f3321d2	4002d97c7f3321d2	0	ordinary
atan2	3ff0000000000000,3ff0000000000000	3fe921fb54442d18	3fe921fb54442d18	0	ordinary
atan2	3ff0000000000000,c000000000000000	40056c6e7397f5ae	40056c6e7397f5ae	0	ordinary
atan2	3ff0000000000000,4000000000000000	3fddac670561bb4f	3fddac670561bb4f	0	ordinary
atan2	c000000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	c000000000000000,0000000000000000	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	c000000000000000,8000000000000000	bff921fb54442d18	bff921fb54442d18	0	exact
atan2	c000000000000000,7ff0000000000000	8000000000000000	8000000000000000	0	exact
atan2	c000000000000000,fff0000000000000	c00921fb54442d18	c00921fb54442d18	0	exact
atan2	c000000000000000,0000000000000001	bff921fb54442d18	bff921fb54442d18	0	ordinary
atan2	c000000000000000,7fefffffffffffff	8008000000000000	8008000000000000	0	ordinary
atan2	c000000000000000,bff0000000000000	c000468a8ace4df6	c000468a8ace4df6	0	ordinary
atan2	c000000000000000,3ff0000000000000	bff1b6e192ebbe44	bff1b6e192ebbe44	0	ordinary
atan2	c000000000000000,c000000000000000	c002d97c7f3321d2	c002d97c7f3321d2	0	ordinary
atan2	c000000000000000,4000000000000000	bfe921fb54442d18	bfe921fb54442d18	0	ordinary
atan2	4000000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
atan2	4000000000000000,0000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	4000000000000000,8000000000000000	3ff921fb54442d18	3ff921fb54442d18	0	exact
atan2	4000000000000000,7ff0000000000000	0000000000000000	0000000000000000	0	exact
atan2	4000000000000000,fff0000000000000	400921fb54442d18	400921fb54442d18	0	exact
atan2	4000000000000000,0000000000000001	3ff921fb54442d18	3ff921fb54442d18	0	ordinary
atan2	4000000000000000,7fefffffffffffff	0008000000000000	0008000000000000	0	ordinary
atan2	4000000000000000,bff0000000000000	4000468a8ace4df6	4000468a8ace4df6	0	ordinary
atan2	4000000000000000,3ff0000000000000	3ff1b6e192ebbe44	3ff1b6e192ebbe44	0	ordinary
atan2	4000000000000000,c000000000000000	4002d97c7f3321d2	4002d97c7f3321d2	0	ordinary
atan2	4000000000000000,4000000000000000	3fe921fb54442d18	3fe921fb54442d18	0	ordinary
pow	7ff8000000000000,3ff4cccccccccccd	7ff8000000000000	7ff8000000000000	0	exact
pow	0000000000000000,3ff4cccccccccccd	0000000000000000	0000000000000000	0	exact
pow	8000000000000000,3ff4cccccccccccd	0000000000000000	0000000000000000	0	exact
pow	7ff0000000000000,3ff4cccccccccccd	7ff0000000000000	7ff0000000000000	0	exact
pow	fff0000000000000,3ff4cccccccccccd	7ff0000000000000	7ff0000000000000	0	exact
pow	0000000000000001,3ff4cccccccccccd	0000000000000000	0000000000000000	0	exact
pow	7fefffffffffffff,3ff4cccccccccccd	7ff0000000000000	7ff0000000000000	0	exact
pow	bff0000000000000,3ff4cccccccccccd	7ff8000000000000	7ff8000000000000	0	exact
pow	3ff0000000000000,3ff4cccccccccccd	3ff0000000000000	3ff0000000000000	0	ordinary
pow	c000000000000000,3ff4cccccccccccd	7ff8000000000000	7ff8000000000000	0	exact
pow	4000000000000000,3ff4cccccccccccd	4003b2c47bff8329	4003b2c47bff8329	0	ordinary
pow	3fe6666666666666,3ff4cccccccccccd	3fe4207e29c0d5e5	3fe4207e29c0d5e4	1	ordinary
pow	3ffb333333333333,3ff4cccccccccccd	3fffe4c32630d4d8	3fffe4c32630d4d8	0	ordinary
pow	bfe6666666666666,3ff4cccccccccccd	7ff8000000000000	7ff8000000000000	0	exact
pow	3bc79ca10c924223,3ff4cccccccccccd	3a88c240c4aecb05	3a88c240c4aecb05	0	ordinary
pow	4415af1d78b58c40,3ff4cccccccccccd	4554adf4b7320341	4554adf4b7320340	1	ordinary
pow	400921fb54442d18,3ff4cccccccccccd	4011b72ec80b701b	4011b72ec80b701b	0	ordinary
pow	3fefffffffffffff,3ff4cccccccccccd	3fefffffffffffff	3fefffffffffffff	0	ordinary
pow	3ff0000000000001,3ff4cccccccccccd	3ff0000000000001	3ff0000000000001	0	ordinary
pow	7ff8000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	7ff8000000000000,0000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	7ff8000000000000,8000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	7ff8000000000000,7ff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	7ff8000000000000,fff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	7ff8000000000000,0000000000000001	7ff8000000000000	7ff8000000000000	0	exact
pow	7ff8000000000000,7fefffffffffffff	7ff8000000000000	7ff8000000000000	0	exact
pow	7ff8000000000000,bff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	7ff8000000000000,3ff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	7ff8000000000000,c000000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	7ff8000000000000,4000000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	0000000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	0000000000000000,0000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	0000000000000000,8000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	0000000000000000,7ff0000000000000	0000000000000000	0000000000000000	0	exact
pow	0000000000000000,fff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	0000000000000000,0000000000000001	0000000000000000	0000000000000000	0	exact
pow	0000000000000000,7fefffffffffffff	0000000000000000	0000000000000000	0	exact
pow	0000000000000000,bff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	0000000000000000,3ff0000000000000	0000000000000000	0000000000000000	0	exact
pow	0000000000000000,c000000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	0000000000000000,4000000000000000	0000000000000000	0000000000000000	0	exact
pow	8000000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	8000000000000000,0000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	8000000000000000,8000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	8000000000000000,7ff0000000000000	0000000000000000	0000000000000000	0	exact
pow	8000000000000000,fff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	8000000000000000,0000000000000001	0000000000000000	0000000000000000	0	exact
pow	8000000000000000,7fefffffffffffff	0000000000000000	0000000000000000	0	exact
pow	8000000000000000,bff0000000000000	fff0000000000000	fff0000000000000	0	exact
pow	8000000000000000,3ff0000000000000	8000000000000000	8000000000000000	0	exact
pow	8000000000000000,c000000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	8000000000000000,4000000000000000	0000000000000000	0000000000000000	0	exact
pow	7ff0000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	7ff0000000000000,0000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	7ff0000000000000,8000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	7ff0000000000000,7ff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	7ff0000000000000,fff0000000000000	0000000000000000	0000000000000000	0	exact
pow	7ff0000000000000,0000000000000001	7ff0000000000000	7ff0000000000000	0	exact
pow	7ff0000000000000,7fefffffffffffff	7ff0000000000000	7ff0000000000000	0	exact
pow	7ff0000000000000,bff0000000000000	0000000000000000	0000000000000000	0	exact
pow	7ff0000000000000,3ff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	7ff0000000000000,c000000000000000	0000000000000000	0000000000000000	0	exact
pow	7ff0000000000000,4000000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	fff0000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	fff0000000000000,0000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	fff0000000000000,8000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	fff0000000000000,7ff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	fff0000000000000,fff0000000000000	0000000000000000	0000000000000000	0	exact
pow	fff0000000000000,0000000000000001	7ff0000000000000	7ff0000000000000	0	exact
pow	fff0000000000000,7fefffffffffffff	7ff0000000000000	7ff0000000000000	0	exact
pow	fff0000000000000,bff0000000000000	8000000000000000	8000000000000000	0	exact
pow	fff0000000000000,3ff0000000000000	fff0000000000000	fff0000000000000	0	exact
pow	fff0000000000000,c000000000000000	0000000000000000	0000000000000000	0	exact
pow	fff0000000000000,4000000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	0000000000000001,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	0000000000000001,0000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	0000000000000001,8000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	0000000000000001,7ff0000000000000	0000000000000000	0000000000000000	0	exact
pow	0000000000000001,fff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	0000000000000001,0000000000000001	3ff0000000000000	3ff0000000000000	0	ordinary
pow	0000000000000001,7fefffffffffffff	0000000000000000	0000000000000000	0	exact
pow	0000000000000001,bff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	0000000000000001,3ff0000000000000	0000000000000001	0000000000000001	0	ordinary
pow	0000000000000001,c000000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	0000000000000001,4000000000000000	0000000000000000	0000000000000000	0	exact
pow	7fefffffffffffff,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	7fefffffffffffff,0000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	7fefffffffffffff,8000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	7fefffffffffffff,7ff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	7fefffffffffffff,fff0000000000000	0000000000000000	0000000000000000	0	exact
pow	7fefffffffffffff,0000000000000001	3ff0000000000000	3ff0000000000000	0	ordinary
pow	7fefffffffffffff,7fefffffffffffff	7ff0000000000000	7ff0000000000000	0	exact
pow	7fefffffffffffff,bff0000000000000	0004000000000000	0004000000000000	0	ordinary
pow	7fefffffffffffff,3ff0000000000000	7fefffffffffffff	7fefffffffffffff	0	ordinary
pow	7fefffffffffffff,c000000000000000	0000000000000000	0000000000000000	0	exact
pow	7fefffffffffffff,4000000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	bff0000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	bff0000000000000,0000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	bff0000000000000,8000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	bff0000000000000,7ff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	bff0000000000000,fff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	bff0000000000000,0000000000000001	7ff8000000000000	7ff8000000000000	0	exact
pow	bff0000000000000,7fefffffffffffff	3ff0000000000000	3ff0000000000000	0	ordinary
pow	bff0000000000000,bff0000000000000	bff0000000000000	bff0000000000000	0	ordinary
pow	bff0000000000000,3ff0000000000000	bff0000000000000	bff0000000000000	0	ordinary
pow	bff0000000000000,c000000000000000	3ff0000000000000	3ff0000000000000	0	ordinary
pow	bff0000000000000,4000000000000000	3ff0000000000000	3ff0000000000000	0	ordinary
pow	3ff0000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	3ff0000000000000,0000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	3ff0000000000000,8000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	3ff0000000000000,7ff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	3ff0000000000000,fff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	3ff0000000000000,0000000000000001	3ff0000000000000	3ff0000000000000	0	ordinary
pow	3ff0000000000000,7fefffffffffffff	3ff0000000000000	3ff0000000000000	0	ordinary
pow	3ff0000000000000,bff0000000000000	3ff0000000000000	3ff0000000000000	0	ordinary
pow	3ff0000000000000,3ff0000000000000	3ff0000000000000	3ff0000000000000	0	ordinary
pow	3ff0000000000000,c000000000000000	3ff0000000000000	3ff0000000000000	0	ordinary
pow	3ff0000000000000,4000000000000000	3ff0000000000000	3ff0000000000000	0	ordinary
pow	c000000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	c000000000000000,0000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	c000000000000000,8000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	c000000000000000,7ff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	c000000000000000,fff0000000000000	0000000000000000	0000000000000000	0	exact
pow	c000000000000000,0000000000000001	7ff8000000000000	7ff8000000000000	0	exact
pow	c000000000000000,7fefffffffffffff	7ff0000000000000	7ff0000000000000	0	exact
pow	c000000000000000,bff0000000000000	bfe0000000000000	bfe0000000000000	0	ordinary
pow	c000000000000000,3ff0000000000000	c000000000000000	c000000000000000	0	ordinary
pow	c000000000000000,c000000000000000	3fd0000000000000	3fd0000000000000	0	ordinary
pow	c000000000000000,4000000000000000	4010000000000000	4010000000000000	0	ordinary
pow	4000000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
pow	4000000000000000,0000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	4000000000000000,8000000000000000	3ff0000000000000	3ff0000000000000	0	exact
pow	4000000000000000,7ff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
pow	4000000000000000,fff0000000000000	0000000000000000	0000000000000000	0	exact
pow	4000000000000000,0000000000000001	3ff0000000000000	3ff0000000000000	0	ordinary
pow	4000000000000000,7fefffffffffffff	7ff0000000000000	7ff0000000000000	0	exact
pow	4000000000000000,bff0000000000000	3fe0000000000000	3fe0000000000000	0	ordinary
pow	4000000000000000,3ff0000000000000	4000000000000000	4000000000000000	0	ordinary
pow	4000000000000000,c000000000000000	3fd0000000000000	3fd0000000000000	0	ordinary
pow	4000000000000000,4000000000000000	4010000000000000	4010000000000000	0	ordinary
hypot	7ff8000000000000,3ff4cccccccccccd	7ff8000000000000	7ff8000000000000	0	exact
hypot	0000000000000000,3ff4cccccccccccd	3ff4cccccccccccd	3ff4cccccccccccd	0	exact
hypot	8000000000000000,3ff4cccccccccccd	3ff4cccccccccccd	3ff4cccccccccccd	0	exact
hypot	7ff0000000000000,3ff4cccccccccccd	7ff0000000000000	7ff0000000000000	0	exact
hypot	fff0000000000000,3ff4cccccccccccd	7ff0000000000000	7ff0000000000000	0	exact
hypot	0000000000000001,3ff4cccccccccccd	3ff4cccccccccccd	3ff4cccccccccccd	0	ordinary
hypot	7fefffffffffffff,3ff4cccccccccccd	7fefffffffffffff	7fefffffffffffff	0	ordinary
hypot	bff0000000000000,3ff4cccccccccccd	3ffa3df082a77818	3ffa3df082a77818	0	ordinary
hypot	3ff0000000000000,3ff4cccccccccccd	3ffa3df082a77818	3ffa3df082a77818	0	ordinary
hypot	c000000000000000,3ff4cccccccccccd	4003153df622e7d0	4003153df622e7d0	0	ordinary
hypot	4000000000000000,3ff4cccccccccccd	4003153df622e7d0	4003153df622e7d0	0	ordinary
hypot	3fe6666666666666,3ff4cccccccccccd	3ff79fabe917e2f5	3ff79fabe917e2f5	0	ordinary
hypot	3ffb333333333333,3ff4cccccccccccd	40011ee9515be7c1	40011ee9515be7c1	0	ordinary
hypot	bfe6666666666666,3ff4cccccccccccd	3ff79fabe917e2f5	3ff79fabe917e2f5	0	ordinary
hypot	3bc79ca10c924223,3ff4cccccccccccd	3ff4cccccccccccd	3ff4cccccccccccd	0	ordinary
hypot	4415af1d78b58c40,3ff4cccccccccccd	4415af1d78b58c40	4415af1d78b58c40	0	ordinary
hypot	400921fb54442d18,3ff4cccccccccccd	400b3314b2d74b49	400b3314b2d74b49	0	ordinary
hypot	3fefffffffffffff,3ff4cccccccccccd	3ffa3df082a77817	3ffa3df082a77817	0	ordinary
hypot	3ff0000000000001,3ff4cccccccccccd	3ffa3df082a77818	3ffa3df082a77818	0	ordinary
hypot	7ff8000000000000,7ff8000000000000	7ff8000000000000	7ff8000000000000	0	exact
hypot	7ff8000000000000,0000000000000000	7ff8000000000000	7ff8000000000000	0	exact
hypot	7ff8000000000000,8000000000000000	7ff8000000000000	7ff8000000000000	0	exact
hypot	7ff8000000000000,7ff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
hypot	7ff8000000000000,fff0000000000000	7ff0000000000000	7ff0000000000000	0	exact
hypot	7ff8000000000000,0000000000000001	7ff8000000000000	7ff8000000000000	0	exact
hypot	7ff8000000000000,7fefffffffffffff	7ff8000000000000	7ff8000000000000	0	exact
hypot	7ff8000000000000,bff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
hypot	7ff8000000000000,3ff0000000000000	7ff8000000000000	7ff8000000000000	0	exact
hypot	7ff8000000000000,c000000000000000	7ff8000000000000	7ff8000000000000	0	exact
hypot	7ff8000000000000,4000000000000000	7ff8000000000000	7ff8000000000000	0	exact
